tmkey,tlkey,office,gender,age,gender_l,office_l,age_l,lc1,lc2,lc3,lc4,lc5,lc6,lc7,lc8,lct0,as1,as2,as3,as4,as5,as6,as7,lmx1,lmx2,lmx3,lmx4,lmx5,lmx6,lmx7,lmxt2,otenure_l,ttenure_l,tm_oten,tm_tten,otenure,ttenure,extrav1,extrav2,extrav3,extrav4,cons1,cons2,cons3,cons4,neuro1,neuro2,neuro3,neuro4,intel1,intel2,intel3,intel4,extrav,cons,neuro,intel,pla
5460,1056,11,4,3,2,11,4,4,4,4,4,4,4,4,2,3.75,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,36,36,3,3,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,5
5461,1056,11,4,5,2,11,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,432,432,36 ans,36 ans,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,
5462,1056,11,4,2,2,11,4,5,5,5,5,5,5,5,4,4.88,4,4,5,2,3,3,3,5,5,5,4,5,5,5,4.86,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,60,60,5 ans,5 ans,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,5
5463,1022,11,4,5,2,11,4,4,4,4,4,4,3,4,4,3.88,4,4,4,3,3,4,4,4,4,4,3,4,5,4,4,15,4,180,36,15 ans,3 ans,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4
5464,1022,11,4,3,2,11,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3.71,15,4,60,6,5,-1,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4
5465,1022,11,4,4,2,11,4,4,3,4,3,3,4,4,3,3.5,4,3,4,3,3,3,4,3,3,3,2,2,2,3,2.57,15,4,324,120,27,10,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,3
5466,1022,11,4,3,2,11,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,4,192,168,16,14,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,3.625
5467,1022,11,3,1,2,11,4,5,5,5,5,4,4,5,4,4.63,,,,,,,,,,,,,,,,15,4,6,6,moins de 1 ans,moins de 1 mois,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4.25
5468,1022,11,4,3,2,11,4,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3.86,15,4,84,84,7 ans,7 ans,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4
5469,1022,11,4,1,2,11,4,5,5,5,5,5,5,4,4,4.75,4,2,3,3,3,4,2,4,4,4,3,4,4,4,3.86,15,4,24,24,2,2,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4.25
5470,1022,11,4,3,2,11,4,5,5,5,5,5,4,5,5,4.88,,,,,,,,,,,,,,,,15,4,96,72,8,6,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4.5
5471,1022,11,4,4,2,11,4,4,4,4,5,4,3,4,3,3.88,4,4,5,4,5,5,3,5,5,5,3,4,5,5,4.57,15,4,168,168,14,14,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4.625
5472,1022,11,4,,2,11,4,,,,,,,,,,4,4,5,4,4,5,1,5,5,4,4,4,4,4,4.29,15,4, , ,,,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,5
5473,1022,11,4,3,2,11,4,5,5,4,4,4,4,5,3,4.25,4,4,5,4,4,5,5,5,5,5,3,5,5,4,4.57,15,4,156,102,13 ans,8 ans et demi,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,4.25
5474,1022,11,4,3,2,11,4,4,4,4,4,4,4,4,2,3.75,5,4,4,2,3,3,4,4,4,4,3,4,4,4,3.86,15,4,156,156,13 ans,13 ans,4,3,3,2,2,3,4,2,5,4,3,4,4,4,2,4,3,2.75,4,3.5,3.875
5475,1038,11,4,3,2,11,5,4,5,5,5,4,4,5,4,4.5,4,4,4,4,4,4,3,4,5,5,3,4,4,4,4.14,35 ans,11 ans,156,156,13,13,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,5
5476,1038,11,4,3,2,11,5,5,5,5,4,4,4,5,4,4.5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,35 ans,11 ans,84,84,7 ans,7 ans,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,5
5477,1038,11,4,3,2,11,5,4,5,5,4,4,4,5,3,4.25,4,4,5,4,4,4,4,4,4,5,4,5,4,5,4.43,35 ans,11 ans,84,84,7,7,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,4
5478,1038,11,4,4,2,11,5,4,4,4,4,4,4,4,3,3.88,4,2,4,4,2,4,4,4,4,4,2,4,4,4,3.71,35 ans,11 ans,360,360,30 ans,30 ans,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,4.125
5479,1038,11,4,5,2,11,5,4,4,5,5,4,5,5,4,4.5,4,4,4,4,4,4,5,5,5,5,2,4,4,4,4.14,35 ans,11 ans,12,12,1 an,1 an,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,4.625
5480,1038,11,4,4,2,11,5,4,4,4,4,4,4,4,3,3.88,4,3,5,4,4,4,5,4,4,4,4,4,4,4,4,35 ans,11 ans,348,348,29 ans,29 ans,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,4.875
5481,1038,11,4,3,2,11,5,5,5,5,3,4,4,4,4,4.25,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,35 ans,11 ans,168,108,14 ans,9 ans,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,4.875
5482,1038,11,4,3,2,11,5,5,4,5,5,4,4,5,5,4.63,4,5,5,5,4,5,4,4,4,5,4,5,5,5,4.57,35 ans,11 ans,60,36,5 ans,3 ans,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,5
5483,1038,11,4,4,2,11,5,4,4,4,4,3,3,3,4,3.63,,,,,,,,,,,,,,,,35 ans,11 ans,384,384,32 ans,32,3,5,4,5,3,4,4,4,2,4,2,2,4,2,4,4,4.25,3.75,2.5,3.5,4
5484,1016,12,4,5,2,12,3,3,3,4,3,3,3,4,3,3.25,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,15,1,312,312,26 ans,26 ans, , , , , , , , , , , , , , , , , , , , ,5
5485,1016,12,4,4,2,12,3,3,3,2,2,3,3,3,3,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1,288,288,24,24, , , , , , , , , , , , , , , , , , , , ,4
5486,1016,12,4,5,2,12,3,5,5,5,5,5,5,5,4,4.88,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,15,1,204,204,17 ans,17 ans, , , , , , , , , , , , , , , , , , , , ,5
5487,1016,12,4,3,2,12,3,4,4,3,3,4,3,4,4,3.63,5,4,5,3,4,4,5,4,4,4,4,4,4,4,4,15,1,120,84,10,7, , , , , , , , , , , , , , , , , , , , ,4.375
5488,1016,12,4,2,2,12,3,4,4,4,4,4,4,4,3,3.88,3,3,5,3,5,3,3,5,5,5,5,5,5,5,5,15,1,204,12,17,1, , , , , , , , , , , , , , , , , , , , ,5
5489,1016,12,4,4,2,12,3,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,15,1,204,204,17 ans,17 ans, , , , , , , , , , , , , , , , , , , , ,4
5490,1023,12,4,2,2,12,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,22 ans,5 ans,48,9,"Courtier environ 9 mois, sinon 4 ans",environ 9 mois,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,4.875
5491,1023,12,4,5,2,12,5,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,22 ans,5 ans,360,360,+30 ans,+30 ans,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,5
5492,1023,12,4,4,2,12,5,4,4,5,5,5,4,4,4,4.38,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4.57,22 ans,5 ans,12,12,1,1,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,5
5493,1023,12,4,5,2,12,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,3.71,22 ans,5 ans,336,336,28,28,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,4.875
5494,1023,12,4,2,2,12,5,4,4,3,2,4,4,4,3,3.5,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3.57,22 ans,5 ans,48,36,4,3,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,3.875
5495,1023,12,4,3,2,12,5,3,2,4,3,3,1,1,1,2.25,4,4,5,4,4,4,5,3,4,4,4,5,4,2,3.71,22 ans,5 ans,36,24,3,2,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,4.625
5496,1023,12,4,3,2,12,5,4,5,5,4,5,4,5,4,4.5,,,,,,,,,,,,,,,,22 ans,5 ans,168,168,14,14,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,
5497,1023,12,4,2,2,12,5,4,5,4,5,4,4,4,4,4.25,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3.86,22 ans,5 ans,84,84,7,7 ans,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,4.25
5498,1023,12,4,5,2,12,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22 ans,5 ans,240,444,20 ans,37 ans.,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,4.875
5499,1023,12,3,5,2,12,5,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,22 ans,5 ans,444,444,37,37,3,3,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3.5,4,2.25,3,
5500,2003,12,4,4,2,12,,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3.57,,,36,36,3 ans,3 ans, , , , , , , , , , , , , , , , , , , , ,5
5501,2003,12,4,4,2,12,,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,4,4,4,4,3,4,4,4,3.86,,,48,12,4,1, , , , , , , , , , , , , , , , , , , , ,4
5502,2003,12,4,4,2,12,,4,4,4,5,4,3,5,4,4.13,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,,,120,36,10 ans,3 ans, , , , , , , , , , , , , , , , , , , , ,5
5503,2003,12,4,5,2,12,,4,4,4,4,4,2,4,4,3.75,4,4,5,3,4,3,4,4,4,4,3,4,4,4,3.86,,,156,156,13,13, , , , , , , , , , , , , , , , , , , , ,4.875
5504,2003,12,4,3,2,12,,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,,,72,72,6,6, , , , , , , , , , , , , , , , , , , , ,5
5505,2003,12,4,3,2,12,,3,4,4,4,4,4,4,3,3.75,,,,,,,,,,,,,,,,,,78,24,6 ans et1/2,2 ans, , , , , , , , , , , , , , , , , , , , ,4
5506,2003,12,4,2,2,12,,4,4,4,3,4,3,4,3,3.63,4,4,4,3,4,4,4,5,5,4,5,4,4,5,4.57,,,120,12,10,1, , , , , , , , , , , , , , , , , , , , ,3.25
5507,2003,12,4,3,2,12,,3,4,4,4,4,3,4,3,3.63,4,3,5,3,3,3,4,5,4,5,5,5,4,5,4.71,,,132,4,11,0, , , , , , , , , , , , , , , , , , , , ,5
5508,1102,12,4,3,2,12,3,5,5,4,5,4,4,5,2,4.25,5,4,4,4,4,4,5,5,5,5,5,5,4,5,4.86,16,1,12,12,1,1,3,2,3,2,4,4,4,4,2,2,2,2,3,4,2,4,2.5,4,2,3.25,5
5509,1102,12,4,5,2,12,3,4,5,4,4,4,4,4,4,4.13,4,3,4,4,3,4,5,4,4,4,4,4,4,4,4,16,1,240,120,20,10,3,2,3,2,4,4,4,4,2,2,2,2,3,4,2,4,2.5,4,2,3.25,4.125
5510,1102,12,4,1,2,12,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,1,3,4,4,3.43,16,1,24,12,2,1,3,2,3,2,4,4,4,4,2,2,2,2,3,4,2,4,2.5,4,2,3.25,5
5511,1102,12,4,2,2,12,3,4,5,5,4,4,3,4,4,4.13,4,3,5,4,4,4,4,4,5,5,4,5,4,5,4.57,16,1,36,36,3 ans,3 ans,3,2,3,2,4,4,4,4,2,2,2,2,3,4,2,4,2.5,4,2,3.25,4.5
5512,1102,12,4,4,2,12,3,5,4,4,5,4,4,4,4,4.25,5,4,5,4,4,5,4,5,5,5,4,4,5,5,4.71,16,1,204,204,17ans  en mai,17 ans,3,2,3,2,4,4,4,4,2,2,2,2,3,4,2,4,2.5,4,2,3.25,5
5513,1102,12,4,5,2,12,3,5,5,5,5,5,5,5,3,4.75,3,3,4,3,3,4,3,5,4,5,5,5,5,5,4.86,16,1,468,468,39 ans,39 ans,3,2,3,2,4,4,4,4,2,2,2,2,3,4,2,4,2.5,4,2,3.25,4.875
5514,1064,12,4,5,1,12,2,3,3,3,3,3,3,4,3,3.13,4,4,4,4,4,4,3,4,4,4,2,4,4,4,3.71,3,1,420,180,35 ans,15 ans, , , , , , , , , , , , , , , , , , , , ,4
5515,1064,12,4,3,1,12,2,4,4,4,4,3,3,4,3,3.63,3,5,5,5,5,5,1,4,4,2,3,4,4,4,3.57,3,1,72,72,6,6, , , , , , , , , , , , , , , , , , , , ,4
5516,1064,12,4,3,1,12,2,4,4,4,3,4,4,4,3,3.75,4,4,4,3,3,3,4,4,4,4,3,4,4,4,3.86,3,1,120,12,10,1, , , , , , , , , , , , , , , , , , , , ,4
5517,1064,12,4,4,1,12,2,3,3,3,3,3,3,4,3,3.13,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3.71,3,1,30,30,2.5,2.5, , , , , , , , , , , , , , , , , , , , ,3.125
5518,1064,12,4,5,1,12,2,5,5,5,5,5,5,5,4,4.88,4,4,5,5,5,5,4,4,4,4,4,4,4,5,4.14,3,1,336,120,28,10, , , , , , , , , , , , , , , , , , , , ,4
5519,1064,12,4,1,1,12,2,4,4,4,3,4,5,4,2,3.75,4,2,4,2,3,3,3,4,4,4,4,4,3,4,3.86,3,1,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,4.375
5520,1064,12,4,2,1,12,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,3,1,24,12,2 ans,1 ans, , , , , , , , , , , , , , , , , , , , ,3.75
5521,1064,12,4,4,1,12,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3.43,3,1,348,156,29,13, , , , , , , , , , , , , , , , , , , , ,
5522,1035,12,3,2,1,12,3,4,3,4,3,4,3,4,4,3.63,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,1,132,132,11,11,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,4
5523,1035,12,4,2,1,12,3,4,4,3,5,3,4,4,2,3.63,4,3,4,3,3,3,3,5,5,5,5,5,5,5,5,1,1,72,12,6 ans,1 an,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,5
5524,1035,12,4,2,1,12,3,5,5,4,4,5,4,5,3,4.38,,,,,,,,,,,,,,,,1,1,36,12,3,1,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,4
5525,1035,12,4,1,1,12,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,4,3.71,1,1,36,36,3 ans,3 ans,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,4
5526,1035,12,4,2,1,12,3,5,5,5,5,5,5,5,3,4.75,4,4,5,3,3,3,4,5,5,5,5,5,5,5,5,1,1,12,12,1,1,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,5
5527,1035,12,4,3,1,12,3,5,4,5,5,5,4,5,4,4.63,5,4,5,3,3,3,4,4,4,4,4,4,4,4,4,1,1,12,12,1,1,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,4.75
5528,1035,12,3,2,1,12,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,1,4,4,4,5,4,5,4,4.29,1,1,12,12,1,1,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,4
5529,1035,12,4,,1,12,3,,,,,,,,,,4,4,4,4,4,4,3,4,4,4,4,5,5,5,4.43,1,1, , ,,,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,5
5530,1035,12,3,2,1,12,3,5,5,5,5,5,4,5,4,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,0,0,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,5
5531,1035,12,4,2,1,12,3,5,5,5,5,4,5,5,5,4.88,,,,,,,,,,,,,,,,1,1,24,144,2,12,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,5
5532,1035,12,3,2,1,12,3,5,5,5,5,5,4,5,5,4.88,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,1,1,108,108,9,9,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,4.25
5533,1035,12,3,2,1,12,3,4,5,5,5,4,4,5,4,4.5,4,4,5,4,4,4,5,4,5,5,5,4,5,5,4.71,1,1,6,6,moins d'un an,moins d'un an,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,5
5534,1035,12,4,3,1,12,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,1,1,24,24,2,2,4,4,5,4,5,5,5,4,2,4,2,3,4,4,2,4,4.25,4.75,2.75,3.5,4
5535,1041,12,4,1,2,12,3,5,5,5,5,5,5,5,4,4.88,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,12 ans,4 ans,24,24,2ans,2ans,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,5
5536,1041,12,4,4,2,12,3,4,5,4,4,4,5,5,4,4.38,4,4,4,5,5,5,5,4,3,4,5,4,4,4,4,12 ans,4 ans,204,204,17 ans,17 ans,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,4.5
5537,1041,12,4,3,2,12,3,4,4,4,4,4,4,4,3,3.88,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,12 ans,4 ans,84,48,7,4,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,4.625
5538,1041,12,4,3,2,12,3,4,4,4,4,4,3,4,2,3.63,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12 ans,4 ans,108,108,9,9,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,4.625
5539,1041,12,4,1,2,12,3,4,5,5,5,5,3,5,3,4.38,4,3,5,4,3,3,4,4,4,5,5,5,5,5,4.71,12 ans,4 ans,24,24,2,2,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,5
5540,1041,12,4,2,2,12,3,4,3,4,3,4,3,4,3,3.5,4,3,4,2,2,2,4,2,5,5,5,5,5,5,4.57,12 ans,4 ans,144,144,12,12,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,4
5541,1041,12,3,4,2,12,3,5,5,5,5,5,5,5,4,4.88,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,12 ans,4 ans,60,60,5 ans,5 ans,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,4.75
5542,1041,12,3,2,2,12,3,5,5,5,5,5,5,5,4,4.88,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,12 ans,4 ans,12,12,1 ans,1 ans,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,5
5543,1041,12,4,3,2,12,3,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,5,5,5,5,2,3,5,5,4.29,12 ans,4 ans,96,96,8,8,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,5
5544,1041,12,3,2,2,12,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,12 ans,4 ans,24,24,2,2,4,5,3,4,2,5,5,5,2,2,3,2,5,1,2,4,4,4.25,2.25,3,5
5545,1028,9,3,3,2,9,5,5,5,5,5,5,5,5,2,4.63,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,30,autour de 10,24,24,2 ans,2 ans,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,5
5546,1028,9,3,1,2,9,5,4,3,5,2,5,4,3,4,3.75,,,,,,,,,,,,,,,,30,autour de 10,10,10,10 mois,10 mois,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,3
5547,1028,9,3,2,2,9,5,5,5,5,4,5,5,5,5,4.88,,,,,,,,,,,,,,,,30,autour de 10,24,24,2,2,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,5
5548,1028,9,4,3,2,9,5,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,30,autour de 10,24,24,2,2,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,5
5549,1028,9,4,4,2,9,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,4.71,30,autour de 10,36,36,3 ans,3 ans,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,5
5550,1028,9,3,2,2,9,5,5,5,5,5,5,5,5,3,4.75,,,,,,,,,,,,,,,,30,autour de 10,12,12,1,1,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,5
5551,1028,9,4,,2,9,5,,,,,,,,,,,,,,,,,,,,,,,,,30,autour de 10, , ,,,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,4
5552,1028,9,4,2,2,9,5,5,4,4,3,4,4,4,3,3.88,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,30,autour de 10,12,12,<1an,<1an,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,4
5553,1028,9,4,3,2,9,5,5,5,5,5,5,2,5,4,4.5,,,,,,,,,,,,,,,,30,autour de 10,36,36,3,3,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,5
5554,1028,9,3,1,2,9,5,2,4,3,2,3,5,5,1,3.13,5,5,5,3,4,5,5,4,3,4,2,4,3,3,3.29,30,autour de 10,24,24,2ans,2ans,3,4,3,4,3,4,4,4,2,2,2,2,3,2,4,3,3.5,3.75,2,3,4
5555,1003,9,4,4,2,9,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,5,5,5,5,5,5,4.86,11,4 mois,336,336,28 ans,28 ans,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4
5556,1003,9,4,5,2,9,4,4,4,4,4,4,4,4,3,3.88,5,4,5,4,4,5,3,4,5,5,5,5,5,5,4.86,11,4 mois,36,108,PMA depuis 2015,FGL depuis 2009,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4
5557,1003,9,4,3,2,9,4,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,11,4 mois,264,264,22,22,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,
5558,1003,9,3,3,2,9,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,11,4 mois,60,60,5,5,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,3.125
5559,1003,9,4,4,2,9,4,5,5,5,4,5,4,5,4,4.63,3,3,5,4,4,4,4,5,5,5,5,5,4,5,4.86,11,4 mois,420,420,35,3,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4.75
5560,1003,9,4,5,2,9,4,5,4,5,5,5,4,5,4,4.63,4,3,4,4,4,4,4,4,5,5,4,5,5,5,4.71,11,4 mois,180,180,15 ans,15 ans,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4.5
5561,1003,9,4,4,2,9,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,11,4 mois,360,360,30 ans,30 ans,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,5
5562,1003,9,4,5,2,9,4,4,4,5,5,5,4,4,3,4.25,4,4,4,4,4,4,3,4,5,5,4,4,4,5,4.43,11,4 mois,300,300,25 ans,25 ans,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4.875
5563,1003,9,4,,2,9,4,,,,,,,,,,5,4,5,3,3,3,5,5,5,5,3,5,5,5,4.71,11,4 mois, , ,,,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4.25
5564,1003,9,4,2,2,9,4,5,4,5,5,5,3,5,5,4.63,,,,,,,,,,,,,,,,11,4 mois,18,18,1.5,1.5,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4.875
5565,1003,9,4,3,2,9,4,4,4,4,4,4,4,4,2,3.75,5,3,4,4,3,4,5,5,5,5,1,4,4,4,4,11,4 mois,24,24,2,2,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4
5566,1003,9,3,5,2,9,4,4,4,4,4,4,4,4,3,3.88,3,4,4,4,4,4,4,4,5,5,5,5,4,5,4.71,11,4 mois,24,24,2 ans,2 ans,2,4,3,3,5,5,5,5,1,2,1,2,3,3,3,5,3,5,1.5,3.5,4.875
5567,1050,9,4,4,2,9,3,5,5,5,5,5,5,5,3,4.75,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,9 ans,2 ans,300,300,25 ans,25 ans,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,5
5568,1050,9,4,2,2,9,3,5,5,5,5,5,5,5,4,4.88,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,9 ans,2 ans,48,48,4,4,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,5
